author_id,author_name
21152,Atte Korhola
21153,M P Korhonen
21154,Pasi Korhonen
21155,Pekka Korhonen
21156,Basil P. Korin
21157,Anne‐marie Korinek
21158,B. Korkie
21159,Mustafa Ç. Korkmaz
21160,Jim Korkola
21161,Christina Korkontzelou
21162,Matthias Kormaksson
21163,Kristóf Körmendi
21164,Edward L. Korn
21165,Andrzej Kornacki
21166,John Kornak
21167,Steven M. Kornblau
21168,Ralf Körner
21169,Jürgen Kornmeier
21170,Anton Korobeynikov
21171,Abraham B. Korol
21172,V. Yu. Korolev
21173,E. V. Koroleva
21174,Volodymyr S. Koroliuk
21175,Jacek Koronacki
21176,Alexander Korostelev
21177,Igor A. Korostil
21178,Valeriy R. Korostyshevskiy
21179,Tadewos Koroto
21180,Inge Riis Korsgaard
21181,James F. Korsh
21182,Lars Korsholm
21183,Dmitry Korshunov
21184,Hedi Kortas
21185,Othmane Kortbi
21186,Igor Kortchemski
21187,Matthias Korth
21188,Dominik Kortschak
21189,Tulay Koru-sengul
21190,Ramesh Korwar
21191,M. Korzeń
21192,Andrzej Korzeniowski
21193,S. L. Kosakovsky Pond
21194,Martin A. Koschat
21195,Daniela Kose
21196,T. Köse
21197,Yuly Koshevnik
21198,Gleb Koshevoy
21199,Kensuke Koshijima
21200,Andrzej S. Kosinski
21201,Kamil Kosiński
21202,Laura Koskela
21203,Terhi Koski
21204,Timo Koski
21205,William Koski
21206,Johan Koskinen
21207,Katarina Košmelj
21208,Ioannis Kosmidis
21209,Barry A. Kosmin
21210,Michael R. Kosorok
21211,Michael Kosoy
21212,Wolfgang Kössler
21213,Gerald J. Kost
21214,James Kost
21215,Frederick Koster
21216,Jan T. A. Koster
21217,L. J. A. Koster
21218,Holger Kösters
21219,Belchin Kostov
21220,Maciej Kostrzewski
21221,Elena Kosygina
21222,Rachidi Kotchoni
21223,Roman Kotecký
21224,P. Koteeswaran
21225,Peter Kotelenez
21226,Pravesh Kothari
21227,Kallappa M. Koti
21228,Mitchell L. Kotler
21229,Yulia Kotlyarova
21230,Phillip S. Kott
21231,Athanasios Kottas
21232,V. K. Kotti
21233,K. S. Kotwal
21234,Richard M. Kotz
21235,Samuel Kotz
21236,T. J. V W. Kotze
21237,Jiyao Kou
21238,Samuel Kou
21239,Steven Kou
21240,Abdelmalek Kouadri
21241,Euloge F. Kouamé
21242,O. Kouamo
21243,Djokouri A. Kouassi
21244,Eugene Kouassi
21245,Angelo Efoevi Koudou
21246,Periklis Kougoulis
21247,Elies Kouider
21248,Christos Koukouvinos
21249,Hira L. Koul
21250,Daphne Kounali
21251,Stratis Kounias
21252,Ilona Koupilova
21253,Michael A. Kouritzin
21254,Georgia Kourlaba
21255,Yiannis Kourmpetis
21256,Nikolaos Kourogenis
21257,Stavros Kourouklis
21258,Niels Kousgaard
21259,Nils Kousgaard
21260,Termeh Kousha
21261,Isabelle Kousignian
21262,Markos Koutras
21263,Vasileios M. Koutras
21264,Ioannis A. Koutrouvelis
21265,Antonis Koutsoukos
21266,Xenofon D. Koutsoukos
21267,Roger Kouyos
21268,Arne Kovac
21269,Milorad Kovacevic
21270,J. Kovács
21271,Pal Kovacs
21272,John J. Koval
21273,Stephanie Kovalchik
21274,Ekaterina V. Kovaleva
21275,J. G. Kovar
21276,Yevgeniy Kovchegov
21277,J. L. Kovner
21278,Vladimir Kovtun
21279,R K Kowalchuk
21280,Teresa Kowalczyk
21281,A. Kowalski
21282,Aleksander Kowalski
21283,E. Kowalski
21284,Jacek P. Kowalski
21285,Jan Kowalski
21286,Jeanne Kowalski
21287,Kenneth G. Kowalski
21288,Piotr A. Kowalski
21289,Scott M. Kowalski
21290,Alexander Kowarik
21291,Matthew Kowgier
21292,Robert Koyak
21293,Shinsuke Koyama
21294,Tatsuki Koyama
21295,Hitoshi Koyano
21296,Nursel Koyuncu
21297,J R Koza
21298,Yuriy Kozachenko
21299,Marcin Kozak
21300,Iva Kozakova
21301,Eugene Kozarovitsky
21302,Andrzej Kozek
21303,Sarah Kozey Keadle
21304,Boris Kozintsev
21305,James Koziol
21306,Yuri Kozitsky
21307,Julia Kozlitina
21308,Serguei M. Kozlov
21309,Maria Kozłowska
21310,Gady Kozma
21311,Tomasz J. Kozubowski
21312,Hideo Kozumi
21313,Helena Chmura Kraemer
21314,Olaf Krafft
21315,Charles H. Kraft
21316,Peter Kraft
21317,Robert T. Krafty
21318,Harmen Kragt
21319,Ralf Krahe
21320,Ulrike Krahn
21321,Mark D. Krailo
21322,Elias T. Krainski
21323,Paweł Krajewski
21324,Andrea Krajina
21325,A. Krajka
21326,Henry Krakauer
21327,Wiesław Krakowiak
21328,Petra Kralj
21329,John M. Krall
21330,Andrew Kramar
21331,Francis Kramarz
21332,Jo Kramer-johansen
21333,Barnett S. Kramer
21334,Fredrica D. Kramer
21335,Joan L. Kramer
21336,Jocelyn Kramer
21337,Katharina Kramer
21338,Kurt Kramer
21339,Michael S. Kramer
21340,Nicole Krämer
21341,Simon Kramer
21342,Walter Krämer
21343,D. Kramkov
21344,András Krámli
21345,Anne Krampe
21346,J. Krampe
21347,Michael Krams
21348,Alexander Krantsberg
21349,David H. Krantz
21350,Ingela Krantz
21351,Henry R. Kranzler
21352,William S. Krasker
21353,Anna Krasnosielska
21354,David Krason
21355,Volker Krätschmer
21356,C. Krattenthaler
21357,Marie Kratz
21358,Markus Krätzig
21359,Thomas M. Kratzke
21360,Matthias Krauledat
21361,Andrea Kraus
21362,David Kraus
21363,J. F. Kraus
21364,Katrin Kraus
21365,Andreas Krause
21366,D. Krause
21367,Ekkehard Krause
21368,J. Krauth
21369,Robert Krauthgamer
21370,O. Y. Kravchuk
21371,Leszek Krawczyk
21372,Derek A. Kreager
21373,A. J. Krebs-brown
21374,Susan M. Krebs-smith
21375,Marie-odile Krebs
21376,William B. Krebs
21377,Christian Kredler
21378,Paul Krée
21379,Markus Kreer
21380,Carmen Kreft-jais
21381,Timothy C. Krehbiel
21382,Donald L. Kreher
21383,Dörte Kreher
21384,Brent Kreider
21385,Sarah M. Kreidler
21386,Lothar Kreienbrock
21387,Rudolf G. Kreijger
21388,Christian Krein
21389,Svend Kreiner
21390,Alexander Kreinin
21391,Jens-peter Kreiss
21392,Pierre Kreitmann
21393,Wolfgang Kreitmeier
21394,David Kreling
21395,Nathalie Krell
21396,Alexander Kremer
21397,Erhard Kremer
21398,Stefan C. Kremer
21399,Walter Kremers
21400,Georg Krempl
21401,Arthur J. Krener
21402,Ulrich Krengel
21403,Marcie‐jo Kresnow
21404,H. W. Kreth
21405,David E. Kretschmann
21406,André Kretzschmar
21407,Frauke Kreuter
21408,Kenneth Kreutz-delgado
21409,Eva Kreutzberger
21410,G. Kreweras
21411,Daniel Krewski
21412,Sabine Krieg
21413,Abba Krieger
21414,Nancy Krieger
21415,Brian Kriegler
21416,Wim P. Krijnen
21417,Maxim Krikun
21418,Robert Kringle
21419,Alan Krinik
21420,Thiemo Krink
21421,Alok Krishen
21422,B. Krishna Kumar
21423,Arun Krishna
21424,E. Krishna
21425,Hare Krishna
21426,M. B. Krishna
21427,S. Hari Krishna
21428,P. R. Krishnaiah
21429,A. S. Krishnakumar
21430,Jaya Krishnakumar
21431,C. Krishnamoorthy
21432,K. Krishnamoorthy
21433,Rajesh Krishnamurthy
21434,Diane Krishnamurti
21435,Kim J. Krishnan
21436,M. S. Krishnan
21437,Marakatha Krishnan
21438,Murail P Krishnan
21439,P. Krishnan
21440,Manjunath Krishnapur
21441,Balaji Krishnapuram
21442,S. D. Krishnarani
21443,Sriram Krishnaswami
21444,Joseph Krislov
21445,Dennis Kristensen
21446,Erik Kristensen
21447,Kristian Kristensen
21448,L. B. Kristensen
21449,Gundorph K. Kristiansen
21450,Sören Kristiansen
21451,A. B. Kristoffersen
21452,Stephen Kritchevsky
21453,P. Kritzinger
21454,Milan Krivanek
21455,Mirko Křivánek
21456,Pavel N. Krivitsky
21457,Tatyana Krivobokova
21458,Ivan Křivý
21459,Alex Krizhevsky
21460,Danijel Krizmanić
21461,Milovan Krnjajić
21462,Dirk P. Kroese
21463,K. A. Krogfelt
21464,Vittorio Krogh
21465,Bruce D. Krogman
21466,Kenneth A. Krohn
21467,Knut Krohn
21468,Gerald Kroisandt
21469,Manuel Kroiss
21470,Jing Kroll
21471,E. Kromer
21472,Martina Kron
21473,Dorte Kronborg
21474,Stephen M. Krone
21475,Richard Kronmal
21476,Pieter M. Kroonenberg
21477,Siegfried Kropf
21478,Jonathan Kropko
21479,Donal P. Krouse
21480,Radek Krpec
21481,Alan B. Krueger
21482,James G. Krueger
21483,Tammo Krueger
21484,P. Krug
21485,T. Krug
21486,Stefan Krüger
21487,T. Krüger
21488,Uwe Kruger
21489,I L Kruglikov
21490,Victor M. Kruglov
21491,Willem Kruijer
21492,Lukasz Kruk
21493,Wolf Krumbholz
21494,Frank Krummenauer
21495,Julius Kruopis
21496,Grzegorz Krupa
21497,Eyal Krupka
21498,Pavel Krupskii
21499,Robinson Kruse
21500,Rudolf Kruse
21501,J. B. Kruskal
21502,Peter B. Kruskal
21503,William Kruskal
21504,Richard G. Krutchkoff
21505,Nicolai Krylov
21506,Ekaterina Krymova
21507,Richard J. Kryscio
21508,Włodzimierz Krysicki
21509,Andrew D. Krystal
21510,John H. Krystal
21511,A. V. Kryvoshaev
21512,Wojtek Krzanowski
21513,Mirosław Krzyśko
21514,Jolanta Krzyszkowska
21515,Roman Krzysztofowicz
21516,Marcin Krzywda
21517,Martin Krzywinski
21518,Adam Krzyżak
21519,Anant M. Kshirsagar
21520,Simon Ku
21521,Yu-cheng Ku
21522,Chung-ming Kuan
21523,Pei Fen Kuan
21524,D. Kuang
21525,Nenghui Kuang
21526,Rui Kuang
21527,Ye Chow Kuang
21528,Lubomír Kubáček
21529,Peter Kubat
21530,Laura S. Kubatko
21531,J. Kubečka
21532,Madhuri Kuber
21533,Ewa Kubicka
21534,Grzegorz Kubicki
21535,Kęstutis Kubilius
21536,Gildas Kubis
21537,Kaie Kubjas
21538,Jürgen Kübler
21539,Edgar Kublin
21540,Tatsuya Kubokawa
21541,Hisataka Kuboki
21542,Kiyoshi Kubota
21543,Magdalena Kucharska
21544,Helmut Küchenhoff
21545,Arun Kumar Kuchibhotla
21546,Uwe Küchler
21547,Małgorzata Kuchta
21548,I. Kucuk
21549,Murat Küçük
21550,Zafer Kucuk
21551,Thomas Kuczek
21552,Anna Kuczmaszewska
21553,Akio Kudô
21554,Nadia Kudraszow
21555,R. R. Kuebler
21556,C. E. Kuehni
21557,Jim Kuelbs
21558,Vanessa Kuentz
21559,Todd A. Kuffner
21560,Jouni Kuha
21561,Warren F. Kuhfeld
21562,Dietrich W. Kuhlmann
21563,Malte Kuhlmann
21564,Alexandra Kuhn
21565,Christoph Kühn
21566,Estelle Kuhn
21567,Gabriel Kuhn
21568,Louise Kuhn
21569,Mario Kühn
21570,Thomas Kühn
21571,Petra M. Kuhnert
21572,Ronny Kuhnert
21573,Sonja Kuhnt
21574,Cindy M. H. Kuijpers
21575,D. Joop Kuik
21576,Sakari Kuikka
21577,Edith M. M. Kuiper
21578,R. M. Kuiper
21579,Jack Kuipers
21580,M. Kujala
21581,Michèle Kujas
21582,Anthony Kuk
21583,Deborah Kuk
21584,Pavel Kuksa
21585,Sergei B. Kuksin
21586,Cris Kukuk
21587,Martin Kukuk
21588,Alexander Kukush
21589,O. Yu. Kul′chitsky
21590,Murat Kulahci
21591,K. B. Kulasekera
21592,Sangita Kulathinal
21593,Nalin Kulatilaka
21594,D. D. S. Kulatunga
21595,Piotr Kulczycki
21596,Tadeusz Kulczycki
21597,Michal Kulich
21598,Alexey M. Kulik
21599,Rafał Kulik
21600,Vladimir N. Kulikov
21601,M. V. Kulikova
21602,Elena Kulinskaya
21603,Brian Kulis
21604,Kristi Kuljus
21605,Devadatta Kulkarni
21606,H. V. Kulkarni
21607,Pandu M. Kulkarni
21608,Radhika V. Kulkarni
21609,S. R. 1 Kulkarni
21610,S. R. 2 Kulkarni
21611,Sanjeev R. Kulkarni
21612,V. G. Kulkarni
21613,S. Kullback
21614,Richard Kullberg
21615,Martin Kulldorff
21616,Hermann Kulmann
21617,David Kulp
21618,R. W. Kulp
21619,Richard W. Kulp
21620,Reg Kulperger
21621,Christof Külske
21622,Etsuo Kumagai
21623,Takashi Kumagai
21624,Hiroki Kumahora
21625,Shiriki Kumanyika
21626,Mithilesh Kumar Jha
21627,Sudheesh Kumar Kattumannil
21628,Manoj Kumar Sharma
21629,Sanjay Kumar Singh
21630,A. 1 Kumar
21631,A. 2 Kumar
21632,Ajay Kumar
21633,Anuj Kumar
21634,Arun Kumar
21635,Arunod Kumar
21636,Ashish Kumar
21637,Dinesh Kumar
21638,Jitendra Kumar
21639,K. Sree Kumar
21640,Kuldeep Kumar
21641,M. Pawan Kumar
21642,Mahesh Kumar
21643,Manoj Kumar
21644,Narendra Kumar
21645,Narinder Kumar
21646,Nirpeksh Kumar
21647,P. Kumar
21648,Pranesh Kumar
21649,Ram A. Kumar
21650,Rohini Kumar
21651,Sanjay Kumar
21652,Sanjiv Kumar
21653,Satindar Kumar
21654,Somesh Kumar
21655,Sumit Kumar
21656,Sunil Kumar
21657,T. Krishna Kumar
21658,Vikas Kumar
21659,Natsuhiko Kumasaka
21660,Takao Kumazawa
21661,Yoshiki Kumazawa
21662,Subal C. Kumbhakar
21663,R. R. Kumbhar
21664,Alfred Kume
21665,Shivaani Kummar
21666,P. Kümmerling
21667,Masayuki Kumon
21668,Bungon Kumphon
21669,David Kun
21670,S. H. Kunchur
21671,Kiran Kundhal
21672,Gubhinder Kundhi
21673,Amarjit Kundu
21674,Chanchal Kundu
21675,Debasis Kundu
21676,Debasree Kundu
21677,Rameswar Kundu
21678,Subrata 1 Kundu
21679,Subrata 2 Kundu
21680,Suprateek Kundu
21681,Gerd Kunert
21682,Joachim Kunert
21683,Joseph P. S. Kung
21684,Yi-hung Kung
21685,Tsuyoshi Kunihama
21686,Hiroshi Kunita
21687,Naoto Kunitomo
21688,Lai Kunjung
21689,Martin Kunneke
21690,Hans R. Künsch
21691,Allen Kunselman
21692,Robert M. Kunst
21693,Sudhakar Kunte
21694,P. Kuntz
21695,Richard E. Kuntz
21696,Cornelia Ursula Kunz
21697,Lauren M. Kunz
21698,Michael Kunz
21699,C.-y. Kuo
21700,Eng-nan Kuo
21701,H. S. Kuo
21702,Hsun-chih Kuo
21703,Hui Hsiung Kuo
21704,Kun-lin Kuo
21705,Lynn Kuo
21706,Mei-ling Kuo
21707,Morgan Kuo
21708,P. K. Kuo
21709,Rita C. Kuo
21710,Shu-fu Kuo
21711,Tsen-i Kuo
21712,Tzu-ming Kuo
21713,V Kuo
21714,Way Kuo
21715,Wen Hou Kuo
21716,Diego Kuonen
21717,Timo Kuosmanen
21718,G. H. Kuper
21719,Joel Kupersmith
21720,D. J. Kupfer
21721,Raz Kupferman
21722,Antti Kupiainen
21723,Joseph Kupka
21724,Peter Kuppens
21725,Lawrence L. Kupper
21726,Michael Kupper
21727,Ana Kupresanin
21728,M. Kupsa
21729,Vellaisamy Kuralmani
21730,Pasmore Kuranchie
21731,Carolyn C. Kuranz
21732,Shiusuke Kurashina
21733,Hiroshi Kurata
21734,Nori Kurata
21735,V. P. Kurenok
21736,T. V. Kurien
21737,Koji Kurihara
21738,Satoshi Kuriki
21739,Shinji Kuriki
21740,Takamitsu Kurita
21741,Stephen J. Kuritz
21742,Daniel R. Kuritzkes
21743,Badrig M. Kurkjian
21744,Irina Kurkova
21745,Brenda F. Kurland
21746,Juozas Kurmanavicius
21747,Masahiro Kuroda
21748,Manabu Kuroki
21749,Vanna Gessa Kurotschka
21750,Viktor Kurotschka
21751,Dorota Kurowicka
21752,Eiji Kurozumi
21753,Noemi Kurt
21754,Sebastian Kurtek
21755,Ellen Kurtz
21756,Thomas Kurtz
21757,Aline Kurtzmann
21758,Charles Kurucz
21759,Hiroko Kurumai
21760,Ercan E. Kuruoglu
21761,C. N. Kuruwita
21762,Stefan Kurz
21763,Coşkun Kuş
21764,V. Kůs
21765,Saeko Kusanobu
21766,Debashis Kushary
21767,Robert Kushler
21768,H. B. Kushner
21769,Harold J. Kushner
21770,Dan Kushnir
21771,Sorina Kusi-appiah
21772,Cheryl R. Kuske
21773,Matt J. Kusner
21774,Jozef Kušnier
21775,Malte Kuss
21776,Oliver Kuss
21777,A. U. Kussmaul
21778,Petra Küster
21779,Rafal Kustra
21780,Kalpana Kusum
21781,Yoshiatsu Kusunoki
21782,Seiichiro Kusuoka
21783,Shigeo Kusuoka
21784,H. Kuswanto
21785,Zoltan Kutalik
21786,Michael H. Kutner
21787,Nancy Kutner
21788,Yury A. Kutoyants
21789,Shyam Kuttikkad
21790,A. P. Kuttykrishnan
21791,Kari Kuulasmaa
21792,Mikael Kuusela
21793,Vesa Kuusela
21794,Kazumasa Kuwada
21795,Masahide Kuwada
21796,Kazuhiro Kuwae
21797,Yoichi Kuwana
21798,Vladimir Kuzin
21799,Dima Kuzmin
21800,Alexey Kuznetsov
21801,S. E. Kuznetsov
21802,Olga M. Kuznetsova
21803,Gerd Kvale
21804,Mark N. Kvale
21805,Jan Terje Kvaløy
21806,Tarald O. Kvålseth
21807,Paul Kvam
21808,Alan H. Kvanli
21809,Marsel Kvesic
21810,Karel Květoň
21811,Kajsa Kvist
21812,Trine Kvist
21813,Giorgi Kvizhinadze
21814,Minjung Kwak
21815,Andy C. C. Kwan
21816,C. W. Kwan
21817,Ernest Kwan
21818,Isaac K. M. Kwan
21819,Wilson Kwan
21820,Stanisław Kwapień
21821,Mateusz Kwaśnicki
21822,Seymour M. Kwerel
21823,Eddy A. Kwessi
21824,Denis Kwiatkowski
21825,Jan Kwiatkowski
21826,Robert Kwiecien
21827,Anna A. Kwiecińska
21828,James T. Kwok
21829,Sai Man Simon Kwok
21830,Deukwoo Kwon
21831,Hyo T. Kwon
21832,Jae Hyeok Kwon
21833,Jaimyoung Kwon
21834,Joong Sung Kwon
21835,Soon S. Kwon
21836,Sunghoon Kwon
21837,Tae Yeon Kwon
21838,Young Sub Kwon
21839,Youngmee Kwon
21840,Grace P. S. Kwong
21841,Koon Shing Kwong
21842,Peter D. Kwong
21843,Gea Hwa Kwoun
21844,Theodore Kypraios
21845,Andreas Kyprianou
21846,Maria Kyrgiou
21847,Maria Kyriacou
21848,E. G. Kyriakidis
21849,Dimitra Kyriakopoulou
21850,Andreas Kyriakoussis
21851,Anastasios Kyrillidis
21852,Kalle Kytölä
21853,Cha Kyung-joon
21854,Minjung Kyung
21855,Pierre Lecuyer
21856,Luca La Rocca
21857,Michele La Rocca
21858,Davide La Torre
21859,Carlo La Vecchia
21860,Davide La Vecchia
21861,Jeffrey L. Laake
21862,Knut Laake
21863,Petter Laake
21864,M. A. Laaksonen
21865,Seppo Laaksonen
21866,Esa Läärä
21867,Samir Lababidi
21868,Zuhdi Lababidi
21869,Mélanie Labarre
21870,Aurélie Labbe
21871,Cyril Labbé
21872,Jacques Labelle
21873,Eric Laber
21874,Myriam Labopin
21875,Rodrigo Labouriau
21876,Boris Labrador
21877,Catherine Labruère
21878,Paul Labys
21879,Emilio A. Laca
21880,Alexandre Lacasse
21881,Céline Lacaux
21882,G J Lacava
21883,Herbert Lacayo
21884,B. Lacaze
21885,Larry F. Lacey
21886,Michael Lacey
21887,Aimé Lachal
21888,Peter A. Lachenbruch
21889,John Lachin
21890,Victor H. Lachos
21891,Petr Lachout
21892,Agnieszka Łacka
21893,Daniel T. Lackland
21894,Mario Lackner
21895,Vladimír Lacko
21896,James R. Lackritz
21897,Hubert Lacoin
21898,Simon Lacoste-julien
21899,Claire Lacour
21900,Nancy Lacourly
21901,Yves Lacroix
21902,Beatriz Lacruz
21903,Thomas E. Lacy
21904,Frank Lad
21905,Joseph N. Ladalla
21906,Christine Ladd-acosta
21907,Daniel W. Ladd
21908,William M. Ladd
21909,Lucia Ladelli
21910,Francine Laden
21911,Alim Ladha
21912,María José Lado
21913,Sophie A. Ladoucette
21914,Martin Ladouceur
21915,Christophe Ladroue
21916,Annouschka Laenen
21917,Roger J. A. Laeven
21918,Hans Laevens
21919,Oliver Laeyendecker
21920,Pierre Lafaye De Micheaux
21921,John Lafferty
21922,Celine Marielle Laffont
21923,Dominique Lafon
21924,Jean Lafond
21925,Annie Laforet
21926,Roger Lafosse
21927,Thomas Laframboise
21928,Raphael Lafrance
21929,Giovanni Lafratta
21930,Sandrine Lagaize
21931,Stephen Lagakos
21932,Vincenzo Lagani
21933,Emmanuel Lagarde
21934,Jeffrey C. Lagarias
21935,Corrado Lagazio
21936,Agustín Lage-castellanos
21937,Andreas N. Lagerås
21938,Eric S. Lagergren
21939,Agnès Lagnoux
21940,Giampietro Lago
21941,Luise Patricia Lago
21942,Z. A. Łagodowski
21943,Francesco Lagona
21944,Bernardo Lagos
21945,Michail G. Lagoudakis
21946,Arnab Kumar Laha
21947,R. G. Laha
21948,E. Lahav
21949,Tal Lahav
21950,Maureen Lahiff
21951,Ananya Lahiri
21952,Kajal Lahiri
21953,Partha Lahiri
21954,Soumendra Nath Lahiri
21955,Soumi Lahiri
21956,Younes Lahlou
21957,Aadil Lahrouz
21958,Albert M. Lai
21959,Chia-jui Lai
21960,Chin-diew Lai
21961,Chin-ying Lai
21962,Dejian Lai
21963,Hong Lai
21964,Huichuan Lai
21965,I C H Lai
21966,Jia-jung Lai
21967,Junfeng Lai
21968,Kunjung Lai
21969,Ming-jun Lai
21970,P. Y. Lai
21971,Peng Lai
21972,Randy C. S. Lai
21973,Shaoyong Lai
21974,Sheng-jie Lai
21975,Shenghan Lai
21976,Sue Min Lai
21977,Te-you Lai
21978,Wen-lin Lai
21979,Xin Lai
21980,Y. T. Lai
21981,Yao-tsung Lai
21982,Yi-hsuan Lai
21983,Yinglei Lai
21984,Yongzeng Lai
21985,Naâmane Laïb
21986,M. Laine
21987,Marko Laine
21988,D. G. Laing
21989,Pekka Laippala
21990,Tamra Lair
21991,Charles D. Laird
21992,Glen Laird
21993,Nan Laird
21994,D R Lairson
21995,Diffalah Laissaoui
21996,Thomas Laitila
21997,S. Lajmi
21998,Isabelle Lajoie
21999,Fazlollah Lak
22000,Edward Lakatos
22001,James A. Lake
22002,Stephen Lake
22003,Lajmi Lakhal-chaieb
22004,Hassan Lakkis
22005,Ali Laksaci
22006,Damaraju V. Lakshmi
22007,C. K. Lakshminarayan
22008,J. Lakshminarayana
22009,Mani Lakshminarayanan
22010,Krishan Lal
22011,Ram Lal
22012,Simon Lalancette
22013,S. Lalitha
22014,Steven Lalley
22015,Stéphane Lallich
22016,Thomas Laloë
22017,Trent Lalonde
22018,J. M. Lalouel
22019,Chan F. Lam
22020,Clement Lam
22021,Clifford Lam
22022,Connie P. Y. Lam
22023,Hing Kam Lam
22024,Holly Lam
22025,K. F. Lam
22026,Kin Lam
22027,Kwok-hap Lam
22028,Nina Lam
22029,Peter Lam
22030,T. H. Lam
22031,Tao-kai Lam
22032,Thomas Lam
22033,William Lam
22034,Yeh Lam
22035,Yuk Miu Lam
22036,Nicola Lama
22037,Carlos Lamarche
22038,Sophie Lamarche
22039,Andrea C. Lamas
22040,Stéphane Lamassé
22041,Sophie Lambert-lacroix
22042,Alexandre Lambert
22043,Amaury Lambert
22044,Annick Lambert
22045,Christophe G. Lambert
22046,Diane Lambert
22047,Jean Lambert
22048,Mats Lambert
22049,Paul Lambert
22050,Philippe Lambert
22051,Phillipe Lambert
22052,M. Lamberti-pasculli
22053,Damien Lamberton
22054,Pascal Lamblin
22055,Kathleen R. Lamborn
22056,Dominik D. Lambrigger
22057,Dimitrios Lambrou
22058,Yvonne Lamers
22059,E. R. Lamken
22060,Carl Johan Lamm
22061,Demetris Lamnisos
22062,Gilles Lamothe
22063,Lynn Roy Lamotte
22064,J. Lampe
22065,Johanna W. Lampe
22066,Richard E. Lampe
22067,S. Lampila
22068,Pekka H. J. Lampio
22069,Gordon A. Lampitt
22070,E. A. Lamprecht
22071,L. Lampugnani
22072,Andrew S. Lan
22073,Chunmei Lan
22074,Feng Lan
22075,Guolie Lan
22076,H. Lan
22077,K. K. Gordon Lan
22078,Liang Lan
22079,Ling Lan
22080,Qing Lan
22081,Shiwei Lan
22082,Shou‐jen Lan
22083,Wei Lan
22084,Xiaohong Lan
22085,Yan Lan
22086,Yen-chiu Lan
22087,Yi-xin Lan
22088,Rémi Lancar
22089,Gillian Lancaster
22090,H. O. Lancaster
22091,J. F. Lancaster
22092,Tony Lancaster
22093,Richard A. Lancia
22094,Gert Lanckriet
22095,Alberto Lanconelli
22096,Richard B. Lanctot
22097,H. Land
22098,Kenneth C. Land
22099,Margaret Land
22100,S. Land
22101,Ohmar Z. Landagan
22102,Paul Landais
22103,Manuel Landajo
22104,M. Isabel Landaluce
22105,B. V. Landau
22106,H. J. Landau
22107,Lawrence J. Landau
22108,Netanel Landau
22109,Sabine Landau
22110,Deborah D. Landen
22111,Bryce D Landenberger
22112,G. Landenna
22113,Eric Lander
22114,Dieter Landers
22115,Reid D. Landes
22116,Sheldon H. Landesman
22117,I. N. Landgev
22118,Jobst Landgrebe
22119,Maria Landi
22120,Claudio Landim
22121,Flávia Landim
22122,R. Landin
22123,J. Richard Landis
22124,Patricia K. Landis
22125,Joshua Landon
22126,Frank G. Landram
22127,Suzanne V. Landram
22128,David Landriault
22129,Mary Beth Landrum
22130,Victoria Landsman
22131,Zinoviy Landsman
22132,Jim Landwehr
22133,Niels Landwehr
22134,Sandra Landwehr
22135,Adam Lane
22136,David 1 Lane
22137,David 2 Lane
22138,Peter W. Lane
22139,Stephen E. Lane
22140,Steven Lane
22141,Thomas A. Lane
22142,Thomas P. Lane
22143,Tom Lane
22144,William A. Lane
22145,Karina Laneri
22146,Stephan F. Lanes
22147,A. Lang
22148,Gabriel Lang
22149,Janet M. Lang
22150,Joseph Lang
22151,Lixin Lang
22152,Patrick Lang
22153,Peter Lang
22154,Stefan Lang
22155,Tobias Lang
22156,Mette Langaas
22157,Simon J. Langan
22158,Douglas R. Langbehn
22159,Naftali A. Langberg
22160,Matthew J. Langdon
22161,Christoph Lange
22162,Jane M. Lange
22163,K. Lange
22164,Kenneth Lange
22165,Markus R. Lange
22166,Mary Lange
22167,Nicholas Lange
22168,Steffen Lange
22169,Tatjana Lange
22170,Theis Lange
22171,Carl D. Langefeld
22172,Matti Langel
22173,Patricia Langenberg
22174,Stefan F. J. Langer
22175,Stefan Langerman
22176,E. Langford
22177,Ian H. Langford
22178,John Langford
22179,Bryan Langholz
22180,P. Langhorne
22181,Pat Langley
22182,Peter Langlois
22183,Klaus Langohr
22184,Mikhail Langovoy
22185,Roland Langrock
22186,Florent Langrognet
22187,S. P. Langron
22188,Robert J. Langs
22189,Helge Langseth
22190,Øyvind Langsrud
22191,Amy N. Langville
22192,Lanh Tat Tran
22193,Henry Laniado
22194,Normand Laniel
22195,Vivian Lanius
22196,Jan Lanke
22197,Dörte Lankowski
22198,Markku Lanne
22199,Gauthier Lanot
22200,Joseph Ryan G. Lansangan
22201,David M. Lansky
22202,P. S. Lansley
22203,A Lansner
22204,Aaron D. Lanterman
22205,P. Lantiéri
22206,Christian Lantuéjoul
22207,K. Lanumteang
22208,Stephanie T. Lanza
22209,F. Lanzarone
22210,Adolf Lanzdorf
22211,Hartmut Lanzinger
22212,Lixing Lao
22213,W. Lao
22214,Arie Laor
22215,Valero Laparra
22216,Lillian Lapczak
22217,Jodi Lapidus
22218,Nathanael Lapidus
22219,Agnes Laplanche
22220,François-joseph Lapointe
22221,J. Lapongan
22222,C. J. L. Laporte
22223,Silvy Laportesimitsidis
22224,Krista Lapp
22225,E. Lappas
22226,Pablo Lapuerta
22227,A. Laradji
22228,Jean‐yves Laramee
22229,Brendan Larder
22230,Pauline Lardin
